tissue_pair	splicing_class	n_genes	df	spearman_rho	ci_low_95	ci_high_95	p_value_two_sided	bh_adjusted_p	significant_at_fdr_0.1
Esophagus-Muscularis_v_Brain-Nucleusaccumbens_basalganglia	productive	581	579	0.0263525000618231	-0.05512336959147961	0.10747975212881684	0.5261191581618914	0.8647359195845755	False
Artery-Coronary_v_Brain-FrontalCortex_BA9	productive	656	654	0.0247633758265608	-0.0518959716847689	0.10113259528948246	0.5266426400804556	0.8647359195845755	False
Skin-NotSunExposed_Suprapubic_v_Brain-Hippocampus	productive	683	681	0.024252784273504	-0.05087074834712474	0.09910340746050911	0.526889814373003	0.8647359195845755	False
Testis_v_Brain-Caudate_basalganglia	productive	843	841	0.0218046691112599	-0.04579304423208247	0.08920360319839056	0.5272414149765452	0.8647359195845755	False
Brain-Cortex_v_Stomach	productive	689	687	0.0240545013654657	-0.05073984304261099	0.0985805249196255	0.5284677284259656	0.8655160381749123	False
Brain-Substantianigra_v_Adipose-Subcutaneous	productive	628	626	-0.0250185622885084	-0.10306730976691106	0.05333637913276852	0.5314380945575661	0.866205752243669	False
Ovary_v_Liver	productive	458	456	-0.0292971273731687	-0.12061962821778927	0.06251709100750531	0.5317040972446161	0.866205752243669	False
Heart-AtrialAppendage_v_Spleen	productive	510	508	0.0277500099121159	-0.05923524804980503	0.11431702763599821	0.531796390245111	0.866205752243669	False
Brain-Amygdala_v_Breast-MammaryTissue	productive	596	594	0.0256554576108359	-0.05478332404459729	0.10576338503838688	0.5318939051071272	0.866205752243669	False
Kidney-Cortex_v_Artery-Tibial	productive	435	433	-0.0298070561425143	-0.12350191900310364	0.06441455290771274	0.5352417007465731	0.8690172621919314	False
Brain-Caudate_basalganglia_v_Cells-EBV-transformedlymphocytes	productive	950	948	-0.0201091774427938	-0.08361292797728527	0.04355724395520554	0.5358814166682249	0.8690172621919314	False
Ovary_v_Spleen	productive	381	379	0.0316173244516009	-0.06909671368823987	0.13169337878257337	0.5383753852303974	0.8706293694648616	False
Brain-CerebellarHemisphere_v_Artery-Tibial	productive	795	793	0.0218517093984778	-0.047761046419347586	0.09125322305351959	0.5384033529324757	0.8706293694648616	False
Brain-Substantianigra_v_Artery-Coronary	productive	494	492	0.0276436005510324	-0.060743312548153565	0.11560036967901202	0.5398959229552264	0.8706293694648616	False
SmallIntestine-TerminalIleum_v_WholeBlood	productive	485	483	0.0276523360247448	-0.06155367352250601	0.11642007400354296	0.5435030126443023	0.8729299126886425	False
Pancreas_v_Brain-Spinalcord_cervicalc-1	productive	604	602	0.0246936362607899	-0.05520594154719415	0.10427897693165557	0.5447032431927276	0.8729299126886425	False
Testis_v_Thyroid	productive	841	839	0.0208945524683326	-0.046781455747180956	0.08837962146272185	0.5451080113927342	0.8729299126886425	False
Vagina_v_Brain-Caudate_basalganglia	productive	599	597	0.0244501897585434	-0.05578222029762948	0.10436885972296785	0.5503438709115576	0.8773461449120573	False
Brain-Substantianigra_v_Cells-EBV-transformedlymphocytes	productive	906	904	-0.0198011092873988	-0.0848292479479841	0.04539499204673967	0.5516792954757096	0.8773461449120573	False
Brain-Cerebellum_v_Kidney-Cortex	productive	766	764	-0.0214943510103889	-0.09219872852142477	0.049425686841722424	0.5525188495203597	0.8773461449120573	False
MinorSalivaryGland_v_Brain-Caudate_basalganglia	productive	661	659	0.0231319749258469	-0.05323110619965205	0.09922608246874168	0.5527294879953923	0.8773461449120573	False
Brain-Substantianigra_v_Brain-CerebellarHemisphere	productive	482	480	-0.0270574076805892	-0.11610743587728053	0.06242414138238228	0.553450260933632	0.8773461449120573	False
Esophagus-Muscularis_v_Spleen	productive	360	358	0.0312942605218814	-0.07232669118595561	0.1342468604466078	0.5539531600138575	0.8773461449120573	False
Brain-Caudate_basalganglia_v_Spleen	productive	704	702	0.0221432385030374	-0.05184251323354534	0.0958872444344509	0.5575030275035018	0.8792061877146846	False
Artery-Coronary_v_Brain-Hippocampus	productive	531	529	-0.0251515723865258	-0.11001969364942954	0.06008064691876277	0.5630586693073978	0.8792061877146846	False
Cells-Culturedfibroblasts_v_Lung	productive	324	322	0.0322293494442531	-0.07702951310973188	0.14072332866541265	0.5632395804789339	0.8792061877146846	False
Brain-Cerebellum_v_Brain-FrontalCortex_BA9	productive	257	255	-0.0361397030543351	-0.1578438476646252	0.08664596318227097	0.5641234075838308	0.8792061877146846	False
Brain-Spinalcord_cervicalc-1_v_WholeBlood	productive	775	773	-0.020738253146183	-0.09103670584992046	0.04976585925958422	0.5643052034803209	0.8792061877146846	False
Adipose-Subcutaneous_v_Liver	productive	431	429	0.0277989043462121	-0.06685081376993622	0.12195277178954399	0.564915686102174	0.8792061877146846	False
Brain-Nucleusaccumbens_basalganglia_v_Skin-NotSunExposed_Suprapubic	productive	775	773	0.0207026491179983	-0.049801364348498696	0.09100135581432227	0.5649743068232196	0.8792061877146846	False
Brain-Caudate_basalganglia_v_Artery-Coronary	productive	540	538	0.0247850008167512	-0.05973041282099176	0.10894760445606178	0.565490812782742	0.8792061877146846	False
Brain-Hypothalamus_v_WholeBlood	productive	811	809	0.0202068900182779	-0.048710110197119766	0.08893239800043998	0.5655455139917444	0.8792061877146846	False
Vagina_v_Cells-EBV-transformedlymphocytes	productive	500	498	0.0257468028086668	-0.06209846755103639	0.11319623590716138	0.5657172560644479	0.8792061877146846	False
Brain-Putamen_basalganglia_v_WholeBlood	productive	793	791	0.0204160803796109	-0.049280784934783155	0.0899150778566904	0.565917067083471	0.8792061877146846	False
Pancreas_v_Brain-Hippocampus	productive	644	642	0.0225907031075623	-0.054774374543078805	0.09968615884637437	0.5671546072633586	0.8792061877146846	False
Brain-Nucleusaccumbens_basalganglia_v_Adipose-Visceral_Omentum	productive	627	625	-0.0228665013601673	-0.10099658149973297	0.05554389535553904	0.5676549030306894	0.8792061877146846	False
Cells-Culturedfibroblasts_v_Heart-AtrialAppendage	productive	425	423	0.0277674905524762	-0.06755028564362621	0.12258297645044432	0.5680907284019429	0.8792061877146846	False
Brain-Cerebellum_v_SmallIntestine-TerminalIleum	productive	871	869	0.0191638383794682	-0.04733004572258683	0.08548862793433745	0.5721986222913265	0.8843766910213129	False
Pancreas_v_Spleen	productive	277	275	0.0335505420714909	-0.08467270353420679	0.15084227461220764	0.5781945815877589	0.8881391883969858	False
Brain-Substantianigra_v_Breast-MammaryTissue	productive	532	530	-0.0241415838178253	-0.10894045195290436	0.06100611276984729	0.5784844149923125	0.8881391883969858	False
Brain-Putamen_basalganglia_v_Pituitary	productive	464	462	-0.0257184859529286	-0.11649258785479222	0.06548172479616311	0.5805440127796626	0.8889339266068406	False
Brain-Spinalcord_cervicalc-1_v_Heart-LeftVentricle	productive	515	513	0.0242040335386555	-0.062341959199911735	0.11038874170159278	0.5836764302554454	0.8903043403694684	False
Brain-Caudate_basalganglia_v_SmallIntestine-TerminalIleum	productive	659	657	0.0213472237499375	-0.05512604486501649	0.09757150783735584	0.5843605628454378	0.8903043403694684	False
Esophagus-GastroesophagealJunction_v_Cells-EBV-transformedlymphocytes	productive	614	612	0.0218907925610277	-0.05734388464915783	0.10085142246010995	0.5882374188213413	0.891915792898635	False
Brain-Caudate_basalganglia_v_Lung	productive	676	674	0.020802981002184	-0.05469860053443985	0.09606802888147445	0.5892418999504757	0.891915792898635	False
Brain-Cerebellum_v_Adipose-Visceral_Omentum	productive	800	798	0.0191134442057703	-0.050273635576528065	0.08831689805478696	0.5893254203432037	0.891915792898635	False
Adipose-Visceral_Omentum_v_Brain-Hippocampus	productive	538	536	0.0231443813667328	-0.06152166906490831	0.10747973708503089	0.5921983507263937	0.8928764471011407	False
Pituitary_v_WholeBlood	productive	670	668	-0.0207186375861026	-0.09632031216899158	0.05512072306897636	0.5924115195423874	0.8928764471011407	False
Uterus_v_Brain-FrontalCortex_BA9	productive	751	749	0.0194059164293757	-0.05221424549506515	0.09082747236519273	0.5954387022646757	0.8950988575113051	False
Brain-Caudate_basalganglia_v_WholeBlood	productive	828	826	0.0184288626877197	-0.049770873658112516	0.08645753812984955	0.596434941909404	0.8954290208613839	False
Brain-Hypothalamus_v_Cells-EBV-transformedlymphocytes	productive	970	968	-0.0168929244752439	-0.07975745328382108	0.04610544675156586	0.5992452180176805	0.8955358328831795	False
Spleen_v_Adipose-Subcutaneous	productive	305	303	-0.0301760258636215	-0.1420274064523547	0.08243623215224227	0.5996128907075582	0.8955358328831795	False
Brain-Spinalcord_cervicalc-1_v_Skin-SunExposed_Lowerleg	productive	728	726	0.0194200222093554	-0.05332500301261134	0.09196001416078843	0.6008839456338451	0.8959927737265067	False
Artery-Coronary_v_WholeBlood	productive	520	518	0.0227860779650679	-0.06333539108987635	0.10857068973748393	0.6041656773224742	0.8959927737265067	False
Skin-SunExposed_Lowerleg_v_Cells-EBV-transformedlymphocytes	productive	656	654	-0.0202434460679344	-0.09665073897387387	0.05640104329509002	0.604772692402707	0.8959927737265067	False
Testis_v_Liver	productive	857	855	-0.0175898378139544	-0.08446370452916395	0.04944177634711229	0.6070960819272353	0.8973023884489394	False
Brain-Cortex_v_WholeBlood	productive	901	899	0.0169100332313927	-0.0484598881184393	0.08213571142175095	0.6122149141062552	0.8974794706416358	False
AdrenalGland_v_Brain-Caudate_basalganglia	productive	559	557	0.0214269321909553	-0.06162213823585228	0.10418134656109308	0.6131902305817076	0.8974794706416358	False
Artery-Coronary_v_Brain-Putamen_basalganglia	productive	541	539	-0.0217356833907716	-0.10585112049009907	0.06268860658074257	0.6139456523858727	0.8974794706416358	False
Artery-Aorta_v_Brain-Nucleusaccumbens_basalganglia	productive	610	608	0.0204527790120269	-0.059036441175878335	0.09968426617196796	0.6141468363714229	0.8974794706416358	False
Brain-Putamen_basalganglia_v_Cells-EBV-transformedlymphocytes	productive	943	941	-0.0162707975660072	-0.0800319102832294	0.04762292259092548	0.6177660473157345	0.8976394769645507	False
Pancreas_v_Skin-SunExposed_Lowerleg	productive	341	339	0.0270426303917143	-0.07941069275409537	0.13288610783353938	0.6187437273170788	0.8976394769645507	False
Brain-Nucleusaccumbens_basalganglia_v_Cells-Culturedfibroblasts	productive	755	753	-0.0180706288562434	-0.08931234772945426	0.05335505446260715	0.6200713640373754	0.8976394769645507	False
Brain-Substantianigra_v_MinorSalivaryGland	productive	604	602	0.0201799687360082	-0.059702940808462626	0.09980605368278132	0.6206182956520421	0.8976394769645507	False
Brain-Putamen_basalganglia_v_Nerve-Tibial	productive	485	483	0.0225121665949221	-0.06667020719489263	0.11133769157239293	0.6209090327640368	0.8976394769645507	False
Uterus_v_Kidney-Cortex	productive	286	284	0.0293335565748668	-0.08697057211784838	0.14484881956559637	0.6212996508190519	0.8976394769645507	False
Spleen_v_Artery-Tibial	productive	455	453	0.0230941788921569	-0.06899317218401996	0.114791300650524	0.6231957866427025	0.8976394769645507	False
Prostate_v_Brain-Putamen_basalganglia	productive	516	514	-0.0216057967358534	-0.10773404523337882	0.06484434688468893	0.6243771557030092	0.8976394769645507	False
Esophagus-Muscularis_v_Brain-Spinalcord_cervicalc-1	productive	520	518	-0.0213924559773672	-0.107191303570797	0.06472265598249104	0.6264675425337805	0.8995231339245938	False
Testis_v_Colon-Transverse	productive	603	601	-0.0197642818255656	-0.0994599418590943	0.06018333199568239	0.6281210839599394	0.8996566581438635	False
Artery-Aorta_v_Brain-CerebellarHemisphere	productive	791	789	0.0168633430451723	-0.05291138750600876	0.08647421379511411	0.6358133648863732	0.9085993587658991	False
Cells-Culturedfibroblasts_v_Ovary	productive	286	284	-0.0280774032049708	-0.1436157270955926	0.08821603152058562	0.636323259052648	0.9085993587658991	False
Stomach_v_WholeBlood	productive	438	436	0.0224008659251558	-0.07145825181194573	0.11586675749871939	0.6401176150578003	0.9085993587658991	False
Brain-Nucleusaccumbens_basalganglia_v_Lung	productive	732	730	0.0171791246404635	-0.05535914332740893	0.0895370027077612	0.642626465815491	0.9085993587658991	False
Testis_v_Colon-Sigmoid	productive	730	728	0.0171741550709612	-0.0554635788205736	0.08963105685775478	0.6431786566629882	0.9085993587658991	False
Skin-SunExposed_Lowerleg_v_Liver	productive	451	449	-0.0217309046984116	-0.11384910144015133	0.07075775676804882	0.6453241138625396	0.9085993587658991	False
Brain-CerebellarHemisphere_v_Brain-Putamen_basalganglia	productive	371	369	-0.0239146922558478	-0.12543982489436495	0.07810612518798345	0.6461330750195675	0.9085993587658991	False
Artery-Coronary_v_Pituitary	productive	335	333	0.0251293934371184	-0.0822629732043255	0.13194486885725445	0.646739336999063	0.9085993587658991	False
Brain-Substantianigra_v_Spleen	productive	663	661	0.017809912925799	-0.05841915382818357	0.09383249265130096	0.6471287564501713	0.9085993587658991	False
Brain-Spinalcord_cervicalc-1_v_Ovary	productive	560	558	0.0192480193128504	-0.06371719521240929	0.10194900288788905	0.6494577570445148	0.9085993587658991	False
Brain-Substantianigra_v_Skin-NotSunExposed_Suprapubic	productive	690	688	0.0173278740340751	-0.05739016221667898	0.09185287658030905	0.6495590405111377	0.9085993587658991	False
Skin-NotSunExposed_Suprapubic_v_Cells-EBV-transformedlymphocytes	productive	611	609	0.0183510079382753	-0.061064587954051314	0.09753572539737651	0.6507524930934377	0.9085993587658991	False
Spleen_v_Brain-FrontalCortex_BA9	productive	855	853	0.0154967013786912	-0.051607459582120284	0.08246155629847302	0.650913330737756	0.9085993587658991	False
Artery-Aorta_v_Brain-Putamen_basalganglia	productive	583	581	-0.0186345347599267	-0.09969455962174269	0.06267120263476757	0.6534233642669931	0.9089241139415626	False
Brain-Cortex_v_Cells-EBV-transformedlymphocytes	productive	1057	1055	0.0136747369466583	-0.04666423605669704	0.07391428170093708	0.6569837187263183	0.9103018629625855	False
Cells-Culturedfibroblasts_v_Pituitary	productive	513	511	-0.0191735453480237	-0.10557761257106223	0.06751786602981946	0.6648318842093951	0.9149743745578434	False
Uterus_v_Skin-SunExposed_Lowerleg	productive	344	342	0.0234287357414057	-0.08253138534960347	0.12886507543706924	0.6650030580047465	0.9149743745578434	False
Testis_v_Brain-Hippocampus	productive	814	812	-0.0150518328960007	-0.0836843378464435	0.053722798832637655	0.6680662509721169	0.9170004611557748	False
Brain-Spinalcord_cervicalc-1_v_Colon-Transverse	productive	569	567	-0.0179233340942264	-0.09998015358928877	0.06437564263566381	0.6696471691513615	0.9178560197057394	False
Testis_v_Brain-Anteriorcingulatecortex_BA24	productive	834	832	0.0145419140422269	-0.05340020706639082	0.08235001684851108	0.6749610260544154	0.9206008226357126	False
Brain-Spinalcord_cervicalc-1_v_Artery-Tibial	productive	608	606	0.017009123263184	-0.06259691447869659	0.09640010342228589	0.6755287291878493	0.9206008226357126	False
Brain-Spinalcord_cervicalc-1_v_Thyroid	productive	597	595	0.0170648027572792	-0.06327305040207286	0.09718291613288813	0.677328985631027	0.9206008226357126	False
Brain-Spinalcord_cervicalc-1_v_Breast-MammaryTissue	productive	553	551	-0.0177190197733828	-0.1009554865133046	0.06576377661517002	0.6775787390062595	0.9206008226357126	False
Prostate_v_Liver	productive	308	306	0.0236984811833405	-0.08830940622999381	0.13511454686313976	0.6786736333394239	0.9206008226357126	False
Testis_v_Heart-AtrialAppendage	productive	828	826	0.0143645279362363	-0.05382312665579785	0.08241883886903907	0.6798000507954068	0.9209031069962819	False
Uterus_v_Brain-Putamen_basalganglia	productive	606	604	-0.0166662630850932	-0.09619091939557281	0.06306981296682544	0.6822051397852109	0.9211887253426815	False
Brain-Putamen_basalganglia_v_Liver	productive	622	620	0.0164443142714766	-0.06225651214093039	0.0949419055243589	0.682302837331006	0.9211887253426815	False
Brain-Spinalcord_cervicalc-1_v_Skin-NotSunExposed_Suprapubic	productive	683	681	0.0155427190785728	-0.05955120950446313	0.09046171990637925	0.6851261454232571	0.9224780385035292	False
Adipose-Subcutaneous_v_Cells-EBV-transformedlymphocytes	productive	590	588	-0.0166882621117552	-0.09728316394047834	0.06412408368221659	0.6858266941993738	0.9224780385035292	False
Brain-Cerebellum_v_Brain-Putamen_basalganglia	productive	253	251	-0.0252381658303753	-0.14812445620561523	0.09841561918733518	0.6895149956801626	0.9255073224903696	False
Spleen_v_WholeBlood	productive	296	294	0.023242358764904	-0.09101863445920896	0.1368993491009847	0.690454384171123	0.925573414287649	False
Esophagus-GastroesophagealJunction_v_Brain-Amygdala	productive	545	543	-0.0170214739348753	-0.10087263743637531	0.06706980110879851	0.6917460379622704	0.925573414287649	False
WholeBlood_v_Brain-Hippocampus	productive	787	785	-0.0141107609026098	-0.0839160826985493	0.05583237718453277	0.692660615193817	0.925573414287649	False
Brain-Substantianigra_v_Stomach	productive	500	498	-0.0175441103685256	-0.1050797381551629	0.07026129206298565	0.6955411470677311	0.9260495872622332	False
WholeBlood_v_Liver	productive	473	471	0.0179876959955316	-0.07229771108753193	0.10798070641210339	0.6963864352894382	0.9261056054079843	False
Brain-Amygdala_v_Ovary	productive	560	558	0.016419699469771	-0.06653233010345519	0.0991463131319585	0.6982240444760981	0.9274796351162916	False
Artery-Aorta_v_Brain-Substantianigra	productive	544	542	0.0164295264494223	-0.06773623274803736	0.10036309569413791	0.7022066107870997	0.9304763532163941	False
Brain-Substantianigra_v_Lung	productive	632	630	-0.0151866597321277	-0.09307107544990738	0.06288247958857011	0.7031640130515212	0.9304763532163941	False
Brain-Nucleusaccumbens_basalganglia_v_Cells-EBV-transformedlymphocytes	productive	975	973	-0.0122115748312321	-0.0749396392930065	0.05061275191613005	0.7033283888087355	0.9304763532163941	False
Ovary_v_WholeBlood	productive	598	596	0.0155163506450056	-0.06474722351335115	0.09558045347047865	0.7049356590374687	0.9304763532163941	False
Cells-Culturedfibroblasts_v_Brain-Caudate_basalganglia	productive	718	716	0.0141473299460046	-0.059084990410522106	0.08722819033616955	0.7051011331957723	0.9304763532163941	False
Pancreas_v_Testis	productive	566	564	-0.0159288724093114	-0.09822039973232233	0.06657901434088787	0.705322057858741	0.9304763532163941	False
Artery-Aorta_v_Testis	productive	809	807	-0.0131127515011202	-0.08196893339124833	0.05586801645420701	0.7095918250856612	0.9322072369269065	False
Brain-Substantianigra_v_Adipose-Visceral_Omentum	productive	513	511	-0.0163369090136538	-0.10276871312363205	0.07033974024565201	0.7120197355326763	0.9322072369269065	False
Artery-Aorta_v_Brain-Caudate_basalganglia	productive	571	569	0.0154729518567413	-0.06666995284665964	0.09740753009904217	0.7121669071364263	0.9322072369269065	False
Adipose-Visceral_Omentum_v_Brain-FrontalCortex_BA9	productive	722	720	-0.0136474531646676	-0.08652909526070963	0.059379488312805435	0.7142982813557144	0.9322072369269065	False
Brain-Spinalcord_cervicalc-1_v_Spleen	productive	694	692	-0.0138931777215988	-0.08822820906468717	0.060595740155013525	0.7148441382094934	0.9322072369269065	False
Brain-Putamen_basalganglia_v_Adipose-Subcutaneous	productive	642	640	-0.0143969749532263	-0.09167880760229027	0.06305724837764808	0.7157874559030757	0.9322072369269065	False
Brain-Nucleusaccumbens_basalganglia_v_Testis	productive	840	838	0.0125617236912699	-0.055130597434812134	0.08013910023632143	0.7161974022014649	0.9322072369269065	False
Kidney-Cortex_v_Brain-Hippocampus	productive	553	551	-0.0153519447359204	-0.09860971935008861	0.06811926075365753	0.7186826672062706	0.9322072369269065	False
Brain-Substantianigra_v_Thyroid	productive	587	585	0.0148951496018703	-0.06611554419407328	0.09571076514039471	0.7187486788689381	0.9322072369269065	False
Ovary_v_Skin-NotSunExposed_Suprapubic	productive	381	379	-0.0183778435771353	-0.11863675466006013	0.0822520224208749	0.7206631042955707	0.9322072369269065	False
Brain-Substantianigra_v_Uterus	productive	572	570	-0.0149295527480009	-0.09679717409084208	0.06713872873724193	0.7216146013886191	0.9322072369269065	False
Brain-Hypothalamus_v_Colon-Transverse	productive	591	589	0.0145933068304585	-0.06614081212519751	0.09513759438062355	0.7233102374566016	0.9322072369269065	False
Brain-Substantianigra_v_Esophagus-Mucosa	productive	633	631	0.01406692813095	-0.0639355092548495	0.0918985295340882	0.7239124886706065	0.9322072369269065	False
Cells-Culturedfibroblasts_v_Esophagus-GastroesophagealJunction	productive	342	340	-0.019142291719315	-0.12494861408783065	0.08709452729335196	0.7242838895943181	0.9322072369269065	False
Esophagus-Muscularis_v_Cells-EBV-transformedlymphocytes	productive	639	637	-0.0139377340377333	-0.09140420211239011	0.06369641087378006	0.7250995975675703	0.9322072369269065	False
Artery-Aorta_v_Liver	productive	440	438	0.0164415848530181	-0.07716734016346352	0.10976317358457278	0.7309036062713024	0.9322072369269065	False
AdrenalGland_v_Brain-FrontalCortex_BA9	productive	683	681	0.0130374363098695	-0.06204640093590208	0.08797453664722692	0.7337705183905148	0.9322072369269065	False
Esophagus-GastroesophagealJunction_v_Spleen	productive	348	346	-0.0182728331970972	-0.12317590183439422	0.08703409097521606	0.7340996264224409	0.9322072369269065	False
WholeBlood_v_Skin-SunExposed_Lowerleg	productive	572	570	0.0142242772881995	-0.06784052056644582	0.09609789228217724	0.7342570296490444	0.9322072369269065	False
Brain-CerebellarHemisphere_v_Brain-Hypothalamus	productive	341	339	-0.0181174157406676	-0.12409320643125904	0.08826702693293792	0.738863718935141	0.9322072369269065	False
Brain-Cerebellum_v_Thyroid	productive	771	769	0.0119955987887557	-0.05866304562453013	0.08253464921776031	0.7394724955979922	0.9322072369269065	False
Esophagus-GastroesophagealJunction_v_Brain-Hypothalamus	productive	530	528	0.0144460869226136	-0.0708159984155399	0.09949860954832153	0.7400357638184006	0.9322072369269065	False
Brain-Putamen_basalganglia_v_Breast-MammaryTissue	productive	585	583	0.0137434968729003	-0.06740025407959224	0.09470663371007537	0.7401040724210304	0.9322072369269065	False
Testis_v_Lung	productive	1106	1104	-0.009843374732436	-0.06875120895175041	0.049132861077680286	0.7436718839467231	0.9322072369269065	False
Brain-Substantianigra_v_Ovary	productive	547	545	0.0139854236461632	-0.06993617925834668	0.0977104554513022	0.7441525791857364	0.9322072369269065	False
Stomach_v_Brain-Amygdala	productive	557	555	-0.0137506301042401	-0.09672299350750195	0.06941153231377105	0.7460797734177055	0.9322072369269065	False
Testis_v_SmallIntestine-TerminalIleum	productive	858	856	0.010898273234329	-0.05607375810946578	0.0777726724764145	0.7498991526748447	0.9322072369269065	False
Brain-Anteriorcingulatecortex_BA24_v_SmallIntestine-TerminalIleum	productive	759	757	0.011470200070381	-0.059743608822018075	0.08256784335988415	0.7523873287273729	0.9322072369269065	False
WholeBlood_v_Adipose-Subcutaneous	productive	537	535	0.0136257142359702	-0.07107327824304359	0.09812962123615852	0.7527380633327256	0.9322072369269065	False
Esophagus-Muscularis_v_Brain-Anteriorcingulatecortex_BA24	productive	590	588	0.012976932247592	-0.06781785750275904	0.09360262651864286	0.7531007902653974	0.9322072369269065	False
Brain-Cerebellum_v_Nerve-Tibial	productive	764	762	-0.0113761371654727	-0.08224139221906196	0.059603576538801314	0.753568135734677	0.9322072369269065	False
Kidney-Cortex_v_Adipose-Subcutaneous	productive	294	292	-0.018326826579702	-0.1324508546331167	0.09627675649858031	0.7543359514768464	0.9322072369269065	False
Breast-MammaryTissue_v_Cells-EBV-transformedlymphocytes	productive	578	576	0.0129359209664114	-0.06869456286576486	0.09439434144449117	0.7563021356587503	0.9336363623282002	False
Testis_v_Brain-Spinalcord_cervicalc-1	productive	881	879	-0.0104036380664023	-0.07640220026732142	0.055685691150454984	0.7578030837096192	0.9338510783040599	False
Cells-Culturedfibroblasts_v_WholeBlood	productive	641	639	-0.0121878995609172	-0.0895465977923611	0.06531696977235484	0.7580959317368604	0.9338510783040599	False
Pituitary_v_Brain-Anteriorcingulatecortex_BA24	productive	521	519	-0.0133660932009109	-0.0991596774065152	0.07262474193220518	0.7608478766983291	0.9352426458775835	False
Brain-Nucleusaccumbens_basalganglia_v_Stomach	productive	598	596	0.0123814248624099	-0.06786722450004923	0.09247089720538028	0.7625347295672589	0.9360037035599824	False
Uterus_v_Brain-Hippocampus	productive	581	579	-0.0125317033257887	-0.09378290676299114	0.068885326394182	0.7630906169526309	0.9360037035599824	False
Liver_v_Brain-Hippocampus	productive	616	614	0.0121221455289422	-0.06694210409791217	0.09103510808527177	0.7639760328779233	0.936093906384958	False
Adipose-Visceral_Omentum_v_Brain-Hypothalamus	productive	566	564	0.0125562917950788	-0.06993458864469437	0.0948766139296095	0.7656459144501816	0.9371440969862627	False
Pituitary_v_Adipose-Visceral_Omentum	productive	364	362	0.0156160099208584	-0.08732203986955256	0.11822409801824525	0.7665216002705028	0.9372210022395436	False
Brain-Putamen_basalganglia_v_Adipose-Visceral_Omentum	productive	559	557	-0.0123470873764243	-0.09518285270028036	0.0706584968109785	0.7708356008692403	0.9410026020068205	False
Nerve-Tibial_v_Cells-EBV-transformedlymphocytes	productive	591	589	0.0119472419107966	-0.06877388748906225	0.0925129548081723	0.7719395902199144	0.9410026020068205	False
Brain-Caudate_basalganglia_v_Uterus	productive	585	583	0.011912309452857	-0.06922224664532332	0.0928903128649161	0.7737185684439896	0.9410311280758649	False
Brain-Cortex_v_Breast-MammaryTissue	productive	737	735	-0.0105265561135487	-0.08268334054714302	0.061740022443679064	0.7754180764257401	0.9413921148787506	False
Brain-Spinalcord_cervicalc-1_v_Pituitary	productive	543	541	0.0121142652287921	-0.07210629814075234	0.09616329797127154	0.7782112995276496	0.9413921148787506	False
Brain-Spinalcord_cervicalc-1_v_Lung	productive	587	585	-0.0116333018214946	-0.0924754884505284	0.0693612499522133	0.778509965993665	0.9413921148787506	False
Kidney-Cortex_v_Brain-Putamen_basalganglia	productive	541	539	-0.0120620922536338	-0.09626675650219617	0.07231399589380254	0.7795401367074295	0.9413921148787506	False
Brain-Spinalcord_cervicalc-1_v_Esophagus-Mucosa	productive	652	650	-0.0109567325943469	-0.08766914984524636	0.06588487358628879	0.7800576328139883	0.9413921148787506	False
Brain-Hypothalamus_v_Lung	productive	664	662	0.0107539448839395	-0.06538817686363914	0.0867715614994154	0.7820906026295209	0.9413921148787506	False
Thyroid_v_Liver	productive	371	369	0.0143420518480166	-0.08760723680609085	0.11599401606882444	0.7830631859810395	0.9413921148787506	False
Brain-Spinalcord_cervicalc-1_v_Artery-Coronary	productive	501	499	0.012185318339227	-0.07550146755321004	0.09968509095443664	0.7855657693389925	0.9413921148787506	False
Cells-Culturedfibroblasts_v_Brain-Substantianigra	productive	631	629	-0.0108435431268866	-0.0888226450591324	0.06726767130032747	0.7857338191801906	0.9413921148787506	False
Brain-Spinalcord_cervicalc-1_v_Cells-EBV-transformedlymphocytes	productive	829	827	-0.0093962732722782	-0.07743857183431592	0.058733149261244746	0.7870536031488237	0.9413921148787506	False
Testis_v_Brain-FrontalCortex_BA9	productive	927	925	-0.0088584098203804	-0.07320678816709161	0.05556341830586406	0.7876599776309454	0.9413921148787506	False
Artery-Aorta_v_WholeBlood	productive	570	568	-0.0112934684106516	-0.09333487233450756	0.0709002651910528	0.7878953953668641	0.9413921148787506	False
Brain-Cerebellum_v_Brain-Hypothalamus	productive	241	239	0.0169264903529005	-0.10968353668397923	0.14299601257370503	0.7937668260410115	0.944180460722766	False
SmallIntestine-TerminalIleum_v_Brain-Hippocampus	productive	675	673	-0.0099737791138469	-0.08537490140071824	0.06554093375668625	0.7959033389669702	0.944180460722766	False
Brain-Nucleusaccumbens_basalganglia_v_Spleen	productive	766	764	-0.0093426511673573	-0.08012778224311026	0.06153623545409263	0.7962856168612997	0.944180460722766	False
Brain-Amygdala_v_Adipose-Visceral_Omentum	productive	578	576	0.0107002509396053	-0.07091857483855268	0.09217674674353231	0.7974088777180586	0.944180460722766	False
Prostate_v_Brain-Amygdala	productive	533	531	0.011007471908592	-0.07399456716466273	0.09585072328375915	0.7998522865038991	0.944180460722766	False
Brain-Caudate_basalganglia_v_Thyroid	productive	576	574	0.0105346831763232	-0.0712250591332319	0.09215381065238931	0.8008167878835598	0.944180460722766	False
